Name,X100077_0m,X100120_0m,X100123_0m,X300112_0m,X100077_2m,X100120_2m,X100123_2m,X300112_2m,X100077_6m,X100120_6m,X100123_6m,X300112_6m
WDHD1,7,2,7,7,18,7,7,10,10,17,12,16
FBXL22,4,5,6,3,1,1,5,7,2,2,1,5
URI1,37,54,5,11,27,47,0,38,22,52,26,4
PIM3,233,476,391,407,170,271,439,386,258,316,443,235
LONP1,87,117,118,103,24,128,42,159,57,101,169,92
ARGLU1,0,14,14,22,0,0,6,17,13,0,0,8
WWTR1,0,0,0,0,0,0,3,0,0,0,0,0
C15orf39,4,11,0,0,6,16,7,0,6,13,0,0
ZNF148,510,697,603,597,329,556,750,576,353,785,718,392
TLR9,5,62,69,44,56,30,59,61,41,36,81,41
BAK1,0,0,0,0,0,0,0,0,0,0,0,0
MAP1LC3A,0,0,3,0,0,0,0,8,0,14,16,0
FAM153A,20,47,34,41,35,46,15,55,35,47,29,31
LGALS14,1,2,6,2,2,3,2,3,3,5,2,5
GDPD3,10,25,53,30,15,31,35,29,20,35,53,17
HTR4,0,0,0,0,0,0,0,0,0,0,0,0
SQSTM1,337,614,503,560,352,481,449,588,309,489,494,356
PAQR8,67,40,82,51,62,53,95,90,64,100,86,43
ZNF567,34,21,23,0,0,14,35,59,32,38,0,0
MIRLET7BHG,29,53,71,56,26,57,29,52,35,58,80,32
TTI2,24,0,0,42,20,36,22,20,30,28,15,8
RDH16,16,36,48,38,28,47,46,41,23,46,58,42
OR10A3,0,0,0,0,0,0,0,0,0,0,0,0
VKORC1L1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP12-2,0,0,0,0,0,0,0,0,0,0,0,0
C20orf203,0,0,0,0,0,0,0,0,0,0,0,0
CYB561,35,98,46,71,29,32,77,56,38,71,53,0
UBAP2,0,165,0,151,186,0,214,0,0,200,0,143
PI4KAP2,5,14,15,17,9,25,20,18,4,18,0,8
GLT8D2,5,3,0,0,0,0,0,3,0,0,0,0
SCYL2,252,420,341,369,174,272,392,396,169,371,364,259
FAM177B,0,0,0,0,0,1,0,5,1,0,4,0
RPS24,18,38,49,18,20,40,94,36,17,36,58,24
NLE1,0,0,0,0,0,0,0,0,0,7,0,0
ELMO3,10,0,0,49,34,20,0,32,0,5,0,32
SIGLEC14,132,290,212,630,84,217,248,677,175,170,150,385
NAA60,0,5,16,4,0,0,0,13,19,7,0,6
RGS22,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC5,264,456,414,449,242,364,479,392,225,339,349,262
EIF3B,284,240,310,295,323,405,185,538,213,414,385,300
SOX10,0,7,7,10,13,9,0,15,5,0,15,5
LINC00523,0,0,0,0,0,0,0,0,0,0,0,0
MTHFSD,25,30,19,27,0,5,33,33,8,32,23,22
DAAM1,26,49,63,50,34,47,66,83,34,49,78,51
AOC1,0,0,0,0,0,0,0,0,0,0,3,0
UBE2Z,321,377,278,303,201,338,346,386,208,391,370,233
TOMM20L,0,0,0,0,0,0,0,1,0,1,0,0
ZNF219,27,18,15,0,25,0,26,46,45,38,11,0
ZCWPW1,0,0,0,3,0,0,9,0,0,17,0,0
HS3ST3B1,117,132,158,136,106,130,154,153,83,187,176,100
PPP1R13L,0,0,0,3,0,0,0,0,0,0,0,0
C11orf80,0,0,0,0,0,0,0,0,0,0,0,0
NCKAP1,52,72,81,96,54,54,98,71,25,63,57,70
FAM107A,0,1,5,4,2,2,1,2,5,0,2,5
MYO1C,73,49,125,51,78,0,110,144,25,45,31,50
CTRB1,0,0,0,0,0,0,0,0,0,0,0,0
DENND4C,89,102,116,74,52,82,106,88,69,117,84,68
ZSCAN12,34,10,24,22,11,9,17,18,9,25,17,14
TMEM239,3,1,2,0,4,7,3,3,0,3,7,2
GRAMD4,107,138,169,141,80,0,112,134,0,101,167,95
MPEG1,2233,4577,3677,3751,1297,3783,4015,5011,2522,4253,3569,2802
MEPE,0,0,0,0,0,0,0,0,0,0,0,0
RFWD3,149,177,148,164,124,180,151,173,125,225,176,111
RAB25,0,0,0,0,0,0,0,0,0,1,0,0
NMRK1,26,16,25,34,0,43,34,16,25,25,19,18
GART,51,49,46,27,31,29,52,48,32,55,45,20
STAT1,1398,2662,1603,1389,872,1089,2322,1266,798,1464,1209,776
PIK3CD,96,144,196,158,56,161,111,143,112,159,282,68
ZNF627,41,45,39,49,48,53,54,46,46,68,42,49
MICU1,168,290,250,251,77,212,258,270,91,254,197,166
CCL28,30,25,37,39,24,34,39,32,15,57,51,32
ITPRIPL1,41,57,59,53,30,47,46,68,37,60,73,35
SMURF1,56,26,69,22,11,85,69,57,46,84,66,74
LRIG2,247,249,266,197,238,251,228,248,216,349,292,224
PPP1R14C,0,1,0,0,1,0,3,1,0,0,0,1
RASGEF1C,0,1,0,0,0,0,0,0,0,0,0,0
SLC34A3,0,0,0,5,0,7,5,6,0,0,5,3
SMC5,381,434,453,374,359,364,459,458,316,571,501,334
KAZN,6,5,35,54,0,0,17,25,31,0,37,26
OPA1,19,10,0,0,18,0,0,0,0,68,0,0
POTEF,0,1,0,0,1,0,0,0,0,0,0,0
IQGAP3,4,2,0,0,6,1,2,0,0,0,7,1
MVB12B,63,66,64,61,66,80,41,108,37,91,65,56
PAPSS2,31,28,36,36,18,33,43,27,24,57,29,0
CAPZA2,373,619,518,451,200,380,681,526,271,519,553,425
PRC1,4,0,7,6,12,3,9,7,14,21,10,7
PJA2,1275,1710,1656,1403,864,1227,2032,1556,986,1651,1640,1048
SLC26A11,41,33,57,43,33,0,0,0,51,25,76,26
LDB1,115,215,209,249,127,136,228,238,150,305,275,215
CSAG4,0,0,0,0,0,0,0,0,0,0,0,0
SREBF2,350,456,409,434,249,365,383,477,292,412,367,243
CSAG1,0,0,0,0,0,0,0,0,0,0,0,0
ATP1A2,0,5,0,0,0,0,0,0,0,0,0,0
DENND4B,316,523,544,500,392,606,571,674,396,803,639,304
SERBP1,263,300,382,362,305,331,334,449,314,456,374,337
RUSC2,40,0,36,47,14,18,25,57,19,38,0,27
MT-ND3,970,1197,1081,766,551,1108,654,791,531,1385,646,730
RASSF9,3,4,6,1,2,5,4,1,2,0,2,3
BHLHB9,7,0,0,4,0,5,0,0,0,0,8,9
RNF34,110,120,71,93,86,59,72,152,35,75,61,0
TMEM123,177,21,165,155,0,133,274,124,199,280,178,238
ATG9A,0,0,0,0,56,40,0,48,0,0,0,0
AKAP13,195,486,358,324,98,244,209,411,337,176,0,67
CDC42BPB,75,107,137,111,94,130,129,157,93,146,151,104
C8A,0,0,0,0,0,0,0,0,0,0,0,0
SPOUT1,81,133,115,130,90,98,111,157,98,148,154,110
DCAF12,5516,5723,15233,11719,14143,12194,10032,14612,7469,9230,14307,8880
CNOT7,261,301,306,241,208,261,380,341,218,441,399,235
CHAMP1,91,99,84,71,72,0,78,92,65,72,55,54
OR10Z1,0,0,0,0,0,0,0,0,0,0,0,0
TAF11,78,105,121,129,73,93,110,108,74,123,138,88
CHD1L,0,0,0,0,15,16,0,0,0,18,9,0
MAST2,46,80,73,86,50,65,68,85,42,125,80,51
BEX3,56,73,123,78,51,44,99,69,32,61,52,45
EGFL6,0,0,0,0,0,0,0,0,0,0,0,0
CLSTN1,209,289,193,267,231,209,248,321,217,336,247,234
GPX7,21,10,48,22,16,37,33,32,14,36,34,12
LRRTM3,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN20,16,15,12,12,10,16,21,19,10,21,19,6
MT-ND4L,1263,1223,1143,710,519,1271,848,866,492,1429,703,593
TOP1,782,945,1108,964,708,907,1277,1096,577,1007,1261,814
IFT140,5,0,0,0,0,0,14,10,0,11,7,0
FOXJ3,294,185,225,198,142,200,252,407,139,359,269,160
SSBP3-AS1,13,24,16,24,14,24,8,23,14,45,21,14
UBL7,44,115,53,39,10,66,0,87,10,37,39,11
VWA5A,10,17,9,14,9,10,21,20,11,8,13,0
AMY2B,12,48,51,4,31,55,27,64,30,88,81,26
MAP3K3,441,770,781,602,320,650,770,648,478,718,734,383
POU3F3,7,3,1,5,8,6,0,15,4,3,3,8
ZFP2,6,0,0,0,0,1,0,0,2,0,5,0
EIF1AY,273,454,0,556,275,555,0,698,275,632,2,580
CTR9,406,461,449,370,266,417,555,488,274,559,505,305
LTN1,342,442,453,367,274,356,459,423,264,536,482,294
MOCS2,5,9,18,17,16,9,8,11,12,24,16,15
MT-ND4,6518,5445,6011,5040,3270,5122,4296,5711,2838,5941,3778,3937
CTNNBL1,115,162,157,136,101,115,92,150,107,162,162,83
DCLRE1A,17,62,42,66,54,62,66,9,9,37,13,48
MT-ND1,2176,1777,1418,903,708,1363,1051,998,554,1486,1053,702
ARHGEF11,59,89,221,137,106,123,158,107,118,138,249,0
KIAA0753,60,85,67,46,42,68,88,52,56,79,92,48
KIF21A,0,0,12,5,0,0,0,0,0,8,0,0
IGSF1,0,0,0,0,0,0,0,0,0,0,0,0
TOX,56,80,43,84,57,75,63,88,60,108,67,52
HMGN2,440,329,293,266,355,332,327,277,306,441,331,212
ZNF318,286,338,360,311,391,315,393,458,239,426,502,252
DENND10,71,104,90,105,77,107,114,103,39,111,132,59
RPL12,1230,1432,1625,1175,1375,1558,1849,1633,1249,2075,1761,1044
NSMCE1,54,56,55,47,68,40,64,68,58,91,61,59
APOBEC3C,420,447,454,480,433,504,471,624,298,589,467,367
SP8,0,0,0,0,0,0,0,0,0,0,0,0
MTOR,349,482,537,483,376,555,472,552,353,603,642,378
GAGE12B,0,0,0,0,0,0,0,0,0,0,0,0
MT-ND2,3294,2884,2505,1627,1209,2446,2015,1807,938,2571,1644,1261
TOGARAM1,0,22,0,0,0,70,60,0,0,0,29,0
MYBPC1,0,0,0,0,0,0,0,0,0,0,0,0
MAGEE1,21,24,24,21,21,23,32,17,24,31,46,11
TGM2,14,23,0,31,96,108,6,45,34,51,24,29
PJA1,14,0,0,0,16,0,0,0,0,0,0,0
MPHOSPH8,399,525,624,496,382,436,545,524,395,667,668,423
PHETA1,18,0,35,36,6,27,16,17,24,22,25,23
LRRC10,5,6,3,5,2,3,3,5,4,8,2,0
PAX9,0,0,4,3,0,0,3,2,1,2,0,1
FAM110B,10,15,1,12,7,16,4,9,4,15,9,7
RCSD1,4,17,22,13,4,17,11,14,7,9,29,6
PNP,146,204,265,219,198,284,276,285,167,250,288,169
IGSF9,0,0,0,0,0,0,0,0,0,0,0,0
FCRL2,2,4,29,13,25,20,52,39,5,24,101,22
ACOT7,0,0,2,0,0,0,11,3,0,0,0,8
BECN1,102,161,131,163,47,143,166,193,48,61,91,158
ZNF521,0,0,7,0,0,2,7,0,0,0,0,0
SLC25A47,0,0,0,0,0,1,2,1,0,0,0,0
CNKSR1,0,0,0,0,0,0,0,0,4,0,0,0
MRPL24,9,27,0,19,15,0,26,10,16,12,29,7
ECI2,24,46,0,41,0,0,44,73,0,66,0,40
BRINP2,0,0,0,0,0,0,0,0,0,0,0,0
SGMS1,7,2,7,2,6,8,6,14,3,16,14,4
FICD,0,0,0,7,3,6,9,8,5,4,6,11
OSBPL9,0,0,0,0,0,0,0,0,3,0,0,0
MUC2,0,0,0,0,0,0,0,0,0,0,0,0
WNT8A,0,0,0,0,0,0,0,0,0,0,0,0
OSTC,111,112,114,78,60,71,115,106,80,117,96,64
IPO9,251,380,365,320,236,345,322,376,231,480,440,239
KRT19,0,0,0,0,0,0,0,0,0,0,0,0
MT-ND5,5561,4360,4066,2490,2397,3906,3718,3012,1997,4256,2911,2350
SLC9A8,84,140,126,109,133,136,161,78,88,178,198,25
R3HDM4,2691,3055,3879,3572,4019,3858,3735,4727,2995,3530,4570,2657
RPL39,654,780,680,519,586,954,1345,741,680,1117,1077,538
KIFAP3,158,125,99,102,43,85,115,115,74,68,93,84
DZIP3,71,62,89,82,36,93,79,80,83,157,107,61
ZFP69B,0,0,0,9,0,0,12,0,0,0,0,0
NLGN1,0,1,0,0,0,3,1,2,0,1,0,0
GPRASP1,20,82,0,18,22,0,0,93,66,15,18,0
C1orf174,58,69,67,75,50,70,77,118,32,72,63,59
MFAP3L,292,258,363,281,171,240,534,377,183,184,374,337
MT-CO1,11176,15293,16056,11839,8606,15515,13930,14576,9031,19059,13354,9147
ARHGAP11A,40,0,0,0,24,0,37,15,32,62,0,0
AKR7A3,1,0,1,0,0,1,0,2,0,2,3,2
TSEN15,0,0,0,0,7,16,0,0,0,6,0,0
MAGEB3,0,2,0,0,0,0,0,1,0,0,0,0
ULK2,20,64,41,29,47,65,21,65,21,56,53,19
SLC26A1,10,12,6,31,19,30,3,3,5,19,14,15
TEX45,0,0,0,0,0,0,0,0,0,0,0,0
GRM3,0,2,0,0,1,2,1,0,0,2,1,0
NAA35,93,60,77,85,62,106,79,103,83,133,108,73
ALPK2,3,0,1,1,3,5,0,1,7,8,0,0
CALD1,0,0,3,6,0,4,5,0,0,0,0,2
RUNDC1,131,203,168,155,101,142,162,196,101,177,182,132
MT-ND6,648,546,688,436,369,513,613,468,370,651,523,409
TMEM184B,48,58,9,22,17,26,36,53,12,46,79,7
ST6GAL2,5,20,11,16,11,8,14,14,7,15,7,8
OR10R3P,0,0,0,0,0,0,0,0,0,0,0,0
L1CAM,0,3,0,0,0,0,0,0,0,1,0,0
ANKRD30A,0,0,0,1,0,0,0,0,0,0,0,0
VAMP1,129,201,233,217,135,296,195,244,186,325,363,175
TIFA,120,212,169,75,80,105,208,116,83,142,211,80
GPATCH3,51,64,62,67,44,63,60,96,65,93,71,52
TBKBP1,66,139,153,85,63,103,165,79,92,117,154,58
FAM111A,127,53,20,17,45,0,103,34,6,50,50,14
GJB1,0,0,0,0,0,0,0,0,0,0,0,0
CNTNAP2,0,0,0,0,0,0,0,0,0,0,0,0
E2F2,182,394,405,768,540,939,220,928,263,647,457,565
SFT2D1,70,141,106,81,63,86,115,105,79,120,111,60
EEF1AKNMT,106,118,106,123,84,103,109,116,93,127,139,101
MT-CO2,1559,1784,1587,1041,816,1543,1239,1123,739,1996,1116,842
ISLR2,0,0,0,0,0,0,0,0,0,0,0,0
RNF121,8,0,0,0,0,0,0,0,0,0,0,0
SBNO2,358,505,559,508,142,288,494,566,162,447,513,238
PCDH7,0,1,1,1,0,3,0,1,0,0,6,4
CD3E,830,791,738,683,744,729,714,814,693,1094,716,597
TGFB1I1,0,0,0,0,0,0,0,0,1,0,0,0
CIPC,91,108,95,117,68,85,76,117,73,147,101,77
MT-CYB,2819,2940,2882,1871,1306,2533,2562,2087,1229,2951,2183,1604
L3MBTL3,50,0,95,0,31,72,133,42,68,0,77,18
SMC3,355,354,342,330,293,338,434,397,256,448,433,288
ZNF485,15,16,19,0,18,0,20,14,7,0,0,10
SMG5,284,347,586,383,219,293,562,399,301,429,669,308
GRIN3A,18,46,50,24,27,39,37,31,29,46,31,21
ZNF277,22,105,91,55,45,80,86,120,63,129,68,74
BLOC1S2,3,1,2,0,2,1,0,0,0,1,0,0
FCRL5,0,0,0,0,0,2,0,4,0,2,2,0
TEDC2,0,0,0,0,0,0,0,0,0,0,0,0
SPRYD7,5,11,35,23,21,20,19,19,14,11,13,30
MOK,0,0,0,0,0,0,0,0,0,0,0,0
MT-ATP8,410,224,195,241,208,256,228,268,160,279,193,181
EPS8L3,0,0,0,0,0,0,0,0,0,0,0,0
COL6A1,8,10,11,4,0,9,3,11,4,16,7,7
MSRB1,575,1230,1045,834,254,723,1307,826,452,894,972,496
DCTN1,0,0,0,0,0,0,0,0,0,0,0,0
TSC22D2,206,207,252,204,175,229,256,301,170,323,311,183
KRTAP1-5,0,0,0,0,0,0,0,0,0,0,0,0
TAFA3,0,0,0,0,0,0,0,0,0,0,1,0
PNMA5,0,0,0,3,0,3,0,4,0,1,0,0
ILF2,220,250,260,212,182,209,214,315,197,319,269,194
NOS1AP,0,1,0,0,0,1,3,0,0,2,0,1
MT-ATP6,1337,932,891,897,544,840,716,1014,440,958,708,714
SCAMP5,0,0,0,0,0,0,0,0,0,0,0,0
GPX6,0,0,0,0,0,0,0,0,0,0,0,0
CMTM3,15,6,0,0,5,0,0,0,37,0,0,0
ARMCX6,21,36,20,44,25,43,43,68,35,75,50,34
MAG,0,0,2,0,0,0,0,0,0,0,0,0
PER3,0,0,0,0,25,0,28,0,0,0,0,0
ARHGEF15,0,0,0,0,0,0,0,0,0,0,0,0
COLGALT2,21,14,8,0,15,26,5,0,11,14,0,0
ZNF830,59,111,101,99,56,80,106,120,81,115,112,87
SMOC1,1,0,0,0,1,0,0,1,0,0,0,0
CDY1,0,0,0,0,0,0,0,0,0,0,0,0
CCDC152,22,22,29,28,35,15,32,20,25,38,28,19
PLXNB3,8,13,6,25,13,4,11,32,13,0,10,19
SFMBT2,258,245,208,236,231,302,180,272,163,292,172,180
KIFBP,0,20,0,0,0,25,0,0,29,22,18,42
CNTF,7,12,7,4,11,13,13,8,7,26,23,22
ASB12,1,1,0,0,0,0,0,0,1,0,0,0
PCGF3,184,284,340,284,216,304,244,289,257,462,425,195
GLMP,41,0,68,25,24,35,0,26,20,21,12,0
VEPH1,19,24,3,22,10,5,0,26,0,0,4,0
SHISA4,21,15,20,46,63,43,22,56,53,21,60,49
MTCP1,0,3,0,0,0,3,0,3,0,0,4,0
SLC9B2,0,3,5,2,0,3,0,0,13,18,5,3
UBE2WP1,0,0,0,0,0,0,0,0,0,0,0,0
SNX6,168,301,197,199,125,178,339,247,176,321,245,171
SUCNR1,18,29,37,32,7,11,38,37,7,18,14,9
MRPL21,21,18,31,32,21,33,20,37,22,27,25,22
CROCCP2,18,13,12,18,27,13,6,20,16,24,20,14
CACNA1S,0,0,0,0,0,0,0,0,0,0,0,0
ZNF652,431,595,505,459,320,376,493,467,209,483,478,297
FAN1,0,55,0,30,0,0,0,59,0,0,0,0
H2AC10P,0,0,0,0,0,0,0,0,0,0,2,0
NOTCH2NLA,0,0,0,32,0,0,0,84,0,0,0,40
MT-CO3,3192,4031,3844,3749,2225,4004,2773,4224,2289,4931,2873,3097
CD247,138,125,109,161,151,112,146,247,115,269,107,96
FBH1,136,137,77,70,106,171,117,179,131,86,104,42
CNR1,0,0,0,0,0,0,0,0,4,0,0,0
GAGE2A,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7E,0,0,0,0,0,0,0,0,0,0,0,0
MIR375,0,0,0,0,0,0,0,0,0,0,0,0
MIR30E,1,3,3,1,0,3,3,1,1,3,1,1
MIRLET7A2,0,0,0,0,0,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0,0,0,0,0,0
MIR29A,0,0,1,3,1,2,1,0,3,4,4,0
MIR380,0,0,0,0,0,0,0,0,0,0,0,0
MIR449A,0,0,0,0,0,0,0,0,0,0,0,0
MIR345,0,1,1,0,0,0,0,1,0,1,0,1
MIRLET7A3,0,0,0,0,0,0,0,0,0,0,0,0
MIR16-2,0,0,1,0,0,0,0,0,0,1,0,1
MIR340,3,7,5,3,0,1,3,1,1,1,2,3
MIR107,1,0,0,0,0,0,0,0,0,0,0,0
MIR448,0,0,0,0,0,0,0,0,0,0,0,0
MIR21,0,0,0,0,0,0,0,0,0,0,0,0
MIR370,0,0,0,0,0,0,0,0,0,0,0,0
MIR412,0,0,0,0,0,0,0,0,0,0,0,0
MIR377,0,0,0,0,0,0,0,0,0,0,0,0
MIR1-1,0,0,0,0,0,0,0,0,0,0,0,0
MIR381,0,0,0,0,0,0,0,0,0,0,0,0
MIR339,0,0,1,1,0,1,1,1,0,1,0,0
MIR103A2,0,3,9,5,0,3,1,3,0,5,4,4
MIR369,0,0,0,0,0,0,0,0,0,0,0,0
MIR655,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7C,0,0,0,0,0,0,0,0,0,0,0,0
MIR371A,0,0,0,0,0,0,0,0,0,0,0,0
MIR425,0,0,1,0,0,0,1,0,1,2,1,1
MIR103A1,0,0,0,1,0,0,0,0,0,0,0,0
MIR219A1,0,0,1,0,0,0,0,0,0,2,0,0
MIR210,0,0,0,0,0,0,1,0,0,0,0,0
MIR335,0,0,0,0,0,0,0,0,0,0,0,0
MIR378A,1,2,0,0,0,1,0,0,0,0,1,0
MIR361,1,0,0,0,0,0,0,0,0,0,0,0
MIR324,0,2,0,0,0,0,0,0,1,2,0,0
MIR302B,0,0,1,0,0,0,0,0,0,0,0,1
MIR135B,0,0,0,0,0,0,0,0,0,0,0,0
MIR22,0,0,0,0,0,0,0,0,0,0,0,0
MIR101-2,0,2,0,0,0,0,0,0,0,0,1,0
MIR330,0,0,0,0,0,0,0,0,0,0,0,0
MIR323A,0,0,0,0,0,0,0,0,0,0,0,0
MIR423,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7F1,4,5,2,2,1,0,0,1,0,1,1,0
MIR26A1,0,0,0,0,0,0,0,0,0,0,0,0
MIR129-2,0,0,0,0,0,0,0,0,0,0,0,0
MIR133B,0,0,0,0,0,0,0,0,0,0,0,0
MIR342,1,1,3,0,1,2,1,2,1,2,3,0
MIR148A,0,0,0,0,0,0,0,0,0,0,0,0
MIR379,0,0,0,0,0,0,0,0,0,0,0,0
MIR202,0,0,0,0,0,0,0,0,0,0,0,0
MIR326,2,5,5,6,0,6,1,7,0,4,4,3
MIR410,0,0,0,0,0,0,0,0,0,0,0,0
MIR30C2,0,0,0,0,0,0,0,0,0,0,0,0
MIR372,0,0,0,0,0,0,0,0,0,0,0,0
MIR424,0,0,0,0,0,0,0,0,0,0,0,0
MIR302C,0,0,0,3,2,0,0,1,0,3,0,0
MIR346,0,0,0,0,0,0,1,0,0,0,0,0
MIR409,0,0,0,0,0,0,0,0,0,0,0,0
MIR411,0,0,0,0,0,0,0,0,0,0,0,0
MIR26B,2,6,3,2,2,1,1,3,1,2,6,2
MIR148B,0,0,2,0,2,2,0,0,0,1,1,1
MIR383,0,0,0,0,0,0,0,0,0,0,0,0
MIR365A,0,0,0,0,0,0,0,0,0,0,0,0
MIR450A1,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7D,0,3,4,6,3,5,4,3,4,6,4,4
MIR101-1,1,1,5,3,0,2,3,2,1,3,6,2
MIR373,0,0,1,0,0,2,1,0,1,0,0,0
MIR302D,0,0,0,1,1,0,0,0,0,2,1,1
MIR20A,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7G,3,6,4,4,2,4,1,2,3,4,3,2
MIR337,0,0,0,0,0,0,0,0,0,0,0,0
MIR30D,0,0,0,0,0,0,0,1,0,0,1,0
MIR422A,0,0,1,0,0,0,0,0,0,0,0,0
MIR208A,0,0,0,0,0,0,0,0,0,0,0,0
MIR96,0,0,0,0,0,0,0,0,0,0,0,0
MIR126,0,0,1,0,1,0,1,1,0,0,0,0
MIRLET7A1,1,5,2,0,1,4,2,0,1,0,1,1
MIR374A,0,1,3,1,0,0,1,0,2,0,5,0
MIR367,1,1,1,0,0,0,0,2,1,4,0,1
MIR331,0,2,0,0,2,0,2,1,2,0,0,0
MIR31,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7I,0,0,0,1,2,0,1,1,1,0,2,0
MIR18A,0,0,0,0,0,0,0,0,0,0,0,0
MIR365B,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP72,0,0,0,0,0,1,0,0,0,1,0,0
RNA5SP289,1,0,1,0,0,2,0,2,1,0,0,0
RNU105C,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1123P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP184,1,2,0,0,4,4,0,0,0,3,3,1
RNU6-500P,0,0,0,0,0,0,1,0,0,0,0,0
RNU6-50P,1,1,0,0,1,0,0,0,0,0,0,0
RNU6-834P,0,1,0,0,2,1,1,0,2,1,1,0
RNA5SP46,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-896P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-28P,1,1,0,0,0,0,0,1,1,0,0,0
RNU6-664P,0,1,0,0,0,0,0,0,0,0,0,0
RNU6-874P,0,0,0,0,0,0,0,1,0,0,0,0
SNORA60,1,1,1,1,0,0,1,1,0,0,1,0
RNU6-349P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP26,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-661P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-58P,0,0,0,0,0,0,1,0,0,0,2,0
RNU6-1094P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-502P,0,0,0,0,0,0,0,0,0,1,1,0
SNORA21,0,0,0,0,1,0,0,0,0,0,0,0
RNU6-1312P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP430,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-208P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-858P,0,0,1,0,0,0,1,0,0,1,0,0
SNORD115-34,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-82P,0,1,2,0,1,0,1,2,0,2,1,2
RNA5SP347,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP52,0,0,0,0,0,0,0,1,1,0,0,1
RN7SKP25,0,0,1,0,0,1,0,0,1,1,0,0
RNA5SP183,0,0,0,0,0,0,0,1,0,0,0,0
RNU4-39P,0,0,0,2,0,0,0,0,0,0,1,0
RNU6-1298P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-230P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-204P,0,0,0,0,1,0,2,2,0,1,4,2
RNU5E-1,0,0,0,1,0,0,0,0,0,0,0,0
RNU6-766P,1,1,0,1,0,1,0,2,1,0,0,0
RNA5SP432,0,0,0,0,0,0,0,0,0,1,0,0
RNA5SP273,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1115P,0,0,0,0,0,0,0,0,0,0,1,0
RNU1-150P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA63E,2,0,0,0,0,0,0,0,0,1,0,0
RNA5SP327,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1084P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP453,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-1,0,5,3,1,1,1,6,0,0,4,2,0
RNU6-79P,1,0,2,0,6,0,1,0,0,0,4,0
RNU12,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-369P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-7,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-600P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP93,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P19,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP308,0,0,0,0,0,0,0,0,0,0,0,0
SNORA1B,0,11,6,2,1,4,3,3,1,4,2,2
RNA5SP301,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP370,0,0,0,0,0,0,0,1,0,0,1,0
RN7SKP170,0,0,0,0,0,0,0,1,0,0,0,0
VTRNA3-1P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-108P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD9,0,5,3,2,3,1,3,2,1,4,1,0
SNORA17B,0,0,0,0,0,0,0,0,0,2,0,0
RNU6-543P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-845P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP276,0,0,0,0,0,0,0,0,1,2,0,0
RNA5SP388,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP191,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-35P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1216P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-556P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP104,0,0,0,0,0,0,0,0,0,0,0,0
SNORA31,0,2,5,2,2,1,0,1,4,1,3,0
RNA5SP389,5,14,10,11,0,10,9,4,0,10,13,9
RNU6-633P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-15P,0,0,0,0,0,0,0,0,0,0,1,0
